date,Bands_Norm,NSMA_3,NSMA_5,NSMA_7,NSMA_9,NSMA_11,trend
2024-01-02 09:05:00,-0.1287291495155478,0.3015876190476341,0.9333333333333332,1.421768571428644,1.8412695238095087,2.095238095238096,0.0
2024-01-02 09:05:00,-0.2686829884152374,0.555555238095223,1.6476190476190475,1.673469523809451,2.1904761904761907,2.3722942857143825,0.0
2024-01-02 09:10:00,-0.2575429470029149,2.444446666666772,8.4,11.714286666666158,14.370373333332829,15.69696666666617,0.0
2024-01-02 09:10:00,-0.3383233446817934,1.5333340000000315,3.28,4.1,4.733334000000031,4.990910000000149,0.0
2024-01-02 09:15:00,-0.5267058739344416,21.0,31.6,40.14285999999847,44.55556000000215,47.54545999999973,0.0
2024-01-02 09:15:00,-0.7115087548999126,4.095237142857098,5.914285714285715,6.6734685714281765,7.23809428571424,7.636362857142895,0.0
2024-01-02 09:20:00,-0.7671529943804333,3.4666659999999685,4.28,4.942858000000124,5.177777999999816,4.990910000000149,0.0
2024-01-02 09:25:00,0.2587409710840637,0.8636363636363636,1.0909090909090908,1.1688309090907834,1.2222218181818871,0.8140500000000678,0.0
2024-01-02 09:25:00,-0.3859667381404585,1.1111111111111112,1.1407407407407408,1.2010585185185645,1.2469133333333215,1.1144777777777226,0.0
2024-01-02 09:30:00,0.2492483856323306,0.9166662499999804,1.1125,1.0535712500000955,1.0138887500001146,0.8011362500001269,0.0
2024-01-02 09:35:00,0.3881873096533442,0.5151509090908803,0.6545454545454545,0.7532472727275242,0.3232327272729228,-0.4793381818183909,0.0
2024-01-02 09:40:00,0.0120242138257612,8.0,8.8,9.428580000001238,-2.1111199999984818,-7.54545999999973,0.0
2024-01-02 09:40:00,0.2168258162474074,0.7222216666666402,0.5833333333333334,0.5119049999998727,0.1666666666666666,-0.810606666666475,0.0
2024-01-02 09:45:00,0.6651439294844583,1.4444444444444444,1.2666666666666666,0.6031755555556931,-1.3703711111111463,-2.0202022222219966,0.0
