id_ticker,date,time,open,close,high,low,average,volume,business,amount_stock
58413,2024-01-02,17:00:00,133760,133795,133855,133745,133818.28,17302703.0,30,129
58413,2024-01-02,16:55:00,133680,133735,133750,133675,133721.54,16541354.5,30,123
58413,2024-01-02,16:50:00,133665,133660,133680,133635,133662.33,17509765.5,30,131
58413,2024-01-02,16:45:00,133700,133660,133735,133660,133702.68,15990840.5,30,119
58413,2024-01-02,16:40:00,133690,133715,133755,133675,133712.3,17877335.0,30,133
58413,2024-01-02,16:35:00,133730,133685,133760,133680,133719.63,17437039.5,30,130
58413,2024-01-02,16:30:00,133805,133730,133845,133705,133765.94,16225808.0,30,121
58413,2024-01-02,16:25:00,133845,133815,133850,133815,133837.28,16368299.5,30,122
58413,2024-01-02,16:20:00,133760,133830,133855,133760,133822.01,16767897.5,30,125
58413,2024-01-02,16:15:00,133780,133760,133820,133760,133796.34,17473801.5,30,130
58413,2024-01-02,16:10:00,133640,133790,133800,133640,133745.11,17480485.5,30,130
58413,2024-01-02,16:05:00,133760,133640,133765,133580,133655.19,17762775.0,30,132
58413,2024-01-02,16:00:00,133835,133760,133870,133735,133787.01,18114760.5,30,135
58413,2024-01-02,15:50:00,133975,133945,133980,133925,133947.18,16716607.5,30,124
58413,2024-01-02,13:35:00,134605,134410,134605,134395,134519.71,16088557.5,30,119
58413,2024-01-02,13:30:00,134715,134625,134725,134625,134674.6,14437117.5,30,107
58413,2024-01-02,13:25:00,134715,134730,134775,134705,134740.33,14201631.0,30,105
58413,2024-01-02,11:00:00,134890,134975,134990,134860,134913.99,13869158.5,30,102
58413,2024-01-02,10:55:00,134985,134870,134995,134850,134920.46,13559506.5,30,100
58413,2024-01-02,10:50:00,134925,134995,135015,134925,134974.86,13753938.0,30,101
58413,2024-01-02,10:45:00,135030,134970,135060,134915,134990.19,13903989.5,30,103
58413,2024-01-02,10:40:00,135105,135070,135140,135015,135068.16,13966047.5,30,103
58413,2024-01-02,10:35:00,134835,135080,135080,134835,134955.2,14993523.0,30,111
58413,2024-01-02,10:30:00,134665,134795,134795,134625,134688.02,14209586.0,30,105
58413,2024-01-02,10:25:00,134975,134690,135045,134665,134879.81,14607483.5,30,108
58413,2024-01-02,10:20:00,134980,134980,135005,134885,134972.27,13699685.0,30,101
58413,2024-01-02,10:15:00,134975,135005,135110,134960,135030.79,14124221.0,30,104
58413,2024-01-02,10:10:00,135165,134985,135165,134985,135055.92,14045815.5,30,103
58413,2024-01-02,10:05:00,135055,135165,135185,135055,135119.04,15092797.0,30,111
58413,2024-01-02,10:00:00,135090,135065,135090,134985,135030.62,14920883.5,30,110
58413,2024-01-02,09:55:00,135110,135090,135170,135065,135106.82,13199936.0,30,97
58413,2024-01-02,09:50:00,135115,135125,135125,135080,135099.29,12929002.0,30,95
58413,2024-01-02,09:45:00,135075,135110,135120,135065,135094.37,12469210.5,30,92
58413,2024-01-02,09:40:00,135090,135060,135115,135055,135077.59,14034561.5,30,103
58413,2024-01-02,09:35:00,135060,135095,135115,135060,135095.97,13442049.0,30,99
58413,2024-01-02,09:30:00,135030,135080,135085,135005,135046.03,13248016.0,30,98
58413,2024-01-02,09:25:00,134925,135050,135060,134925,135003.26,13702830.5,30,101
58413,2024-01-02,09:20:00,134820,134930,134930,134810,134856.53,13553081.0,30,100
58413,2024-01-02,09:15:00,134790,134805,134820,134785,134804.15,13089482.5,30,97
58413,2024-01-02,09:10:00,134780,134805,134820,134770,134793.85,13101962.5,30,97
58413,2024-01-02,11:05:00,134950,135045,135070,134950,135024.65,13867031.5,30,102
58413,2024-01-02,11:10:00,135045,135020,135090,135020,135060.16,13924703.0,30,103
58413,2024-01-02,11:15:00,134990,134975,135015,134945,134988.22,13714803.5,30,101
58413,2024-01-02,11:20:00,134970,134940,134980,134900,134946.63,14209880.5,30,105
58413,2024-01-02,13:20:00,134770,134710,134770,134680,134710.82,12635874.5,30,93
58413,2024-01-02,13:15:00,134730,134740,134770,134680,134733.11,13810143.5,30,102
58413,2024-01-02,13:10:00,134685,134735,134770,134640,134710.3,14575654.5,30,108
58413,2024-01-02,13:05:00,134595,134675,134685,134565,134631.45,14930628.0,30,110
58413,2024-01-02,13:00:00,134520,134595,134600,134505,134537.68,13991919.0,30,104
58413,2024-01-02,12:55:00,134490,134510,134540,134470,134511.76,13572236.5,30,100
58413,2024-01-02,12:50:00,134535,134485,134570,134470,134524.31,14219220.0,30,105
58413,2024-01-02,12:45:00,134600,134530,134650,134530,134586.47,13337519.5,30,99
58413,2024-01-02,12:40:00,134545,134585,134635,134520,134572.49,13901338.5,30,103
58413,2024-01-02,12:35:00,134560,134530,134605,134470,134530.85,14246817.5,30,105
58413,2024-01-02,12:30:00,134570,134590,134675,134540,134601.15,13863918.0,30,103
58413,2024-01-02,17:55:00,134190,134225,134280,134175,134224.52,16657262.5,30,124
58413,2024-01-02,12:25:00,134800,134575,134825,134515,134646.22,14784154.5,30,109
58413,2024-01-02,12:15:00,134895,134720,134895,134720,134833.37,14791221.0,30,109
58413,2024-01-02,12:10:00,135060,134895,135060,134880,134957.08,13954562.0,30,103
58413,2024-01-02,12:05:00,135175,135055,135240,135010,135116.99,13282000.0,30,98
58413,2024-01-02,12:00:00,135245,135145,135295,135100,135196.89,13884721.0,30,102
58413,2024-01-02,11:55:00,135160,135270,135270,135115,135192.65,14087074.0,30,104
58413,2024-01-02,11:50:00,134975,135100,135310,134975,135161.18,13678311.5,30,101
58413,2024-01-02,11:45:00,134945,134945,135140,134930,134999.84,14093983.0,30,104
58413,2024-01-02,11:40:00,135105,134950,135175,134915,135021.61,13907226.0,30,102
58413,2024-01-02,11:35:00,135105,135130,135335,135085,135217.47,14711660.5,30,108
58413,2024-01-02,11:30:00,134895,135090,135090,134840,134973.44,14334179.0,30,106
58413,2024-01-02,11:25:00,134920,134910,134960,134875,134924.5,13694836.5,30,101
58413,2024-01-02,12:20:00,134740,134785,134785,134720,134746.16,15361062.0,30,114
58413,2024-01-02,09:05:00,134850,134775,134870,134765,134799.98,13803518.0,30,102
58413,2024-01-02,09:00:00,135180,134935,135180,134900,134996.63,9206770.0,25,68
2952,2024-01-02,13:55:00,136825,136825,136825,136825,136825.0,136825.0,1,1
2952,2024-01-02,15:50:00,136135,136100,136135,136100,136130.0,952910.0,3,7
2952,2024-01-02,15:45:00,136195,136170,136225,136170,136183.46,1770385.0,5,13
2952,2024-01-02,15:40:00,136200,136245,136245,136200,136221.67,408665.0,3,3
2952,2024-01-02,15:30:00,136540,136565,136565,136540,136548.33,409645.0,2,3
2952,2024-01-02,15:25:00,136565,136590,136595,136565,136578.5,1365785.0,3,10
2952,2024-01-02,15:20:00,136520,136550,136550,136520,136535.0,273070.0,2,2
2952,2024-01-02,15:15:00,136420,136485,136485,136420,136476.88,1091815.0,2,8
2952,2024-01-02,15:55:00,136090,136015,136090,136015,136026.25,1632315.0,8,12
2952,2024-01-02,15:10:00,136355,136405,136405,136355,136380.0,272760.0,2,2
2952,2024-01-02,15:00:00,136715,136505,136715,136505,136610.0,273220.0,2,2
2952,2024-01-02,14:50:00,136965,136950,136965,136950,136962.5,821775.0,2,6
2952,2024-01-02,14:40:00,137060,137060,137060,137060,137060.0,137060.0,1,1
2952,2024-01-02,14:10:00,136905,136970,136970,136905,136937.5,273875.0,2,2
2952,2024-01-02,13:45:00,136660,136660,136660,136660,136660.0,273320.0,1,2
2952,2024-01-02,13:40:00,136545,136540,136545,136540,136543.0,682715.0,2,5
2952,2024-01-02,13:35:00,136740,136580,136740,136575,136630.0,546520.0,4,4
2952,2024-01-02,15:05:00,136430,136250,136430,136250,136385.53,1295662.5,5,9
2952,2024-01-02,16:00:00,136000,135965,136000,135940,135950.38,1767355.0,4,13
2952,2024-01-02,16:05:00,135880,135760,135880,135760,135820.83,1629850.0,6,12
2952,2024-01-02,16:10:00,135905,135985,135985,135905,135950.0,815700.0,6,6
2952,2024-01-02,17:55:00,136455,136415,136455,136385,136405.0,954835.0,7,7
2952,2024-01-02,17:50:00,136180,136290,136290,136180,136243.89,1226195.0,9,9
2952,2024-01-02,17:45:00,136155,136175,136175,136155,136163.75,544655.0,4,4
2952,2024-01-02,17:40:00,136155,136155,136155,136155,136155.0,136155.0,1,1
2952,2024-01-02,17:30:00,136055,136085,136085,136055,136068.34,3442529.0,3,25
2952,2024-01-02,17:20:00,136070,136070,136070,136070,136070.0,680350.0,1,5
2952,2024-01-02,17:15:00,136070,136070,136070,136070,136070.0,136070.0,1,1
2952,2024-01-02,17:10:00,135980,135980,135980,135980,135980.0,1128634.0,1,8
2952,2024-01-02,17:05:00,135970,135970,135970,135970,135970.0,135970.0,1,1
2952,2024-01-02,17:00:00,135955,136000,136000,135955,135990.29,2379830.0,4,17
2952,2024-01-02,16:55:00,135915,135915,135915,135915,135915.0,4145407.5,2,30
2952,2024-01-02,16:45:00,135870,135870,135870,135870,135870.0,135870.0,1,1
2952,2024-01-02,16:35:00,135905,135870,135905,135870,135896.43,951275.0,3,7
2952,2024-01-02,16:30:00,136000,136015,136015,136000,136007.5,272015.0,2,2
2952,2024-01-02,16:25:00,136040,136015,136040,136015,136033.65,857012.0,3,6
2952,2024-01-02,16:20:00,136010,136020,136035,136010,136022.14,952155.0,5,7
2952,2024-01-02,16:15:00,135975,135940,135995,135940,135962.5,543850.0,3,4
2952,2024-01-02,13:20:00,136905,136905,136905,136905,136905.0,136905.0,1,1
2952,2024-01-02,13:10:00,136870,136870,136870,136870,136870.0,136870.0,1,1
2952,2024-01-02,13:25:00,136900,136900,136900,136900,136900.0,136900.0,1,1
2952,2024-01-02,13:00:00,136725,136770,136770,136725,136748.33,410245.0,3,3
2952,2024-01-02,10:35:00,137105,137285,137285,137105,137235.68,1001820.5,2,7
2952,2024-01-02,10:30:00,136815,136875,136900,136815,136855.83,2052837.5,6,15
2952,2024-01-02,10:25:00,137000,136880,137000,136880,136942.86,958600.0,4,7
2952,2024-01-02,10:20:00,137130,137175,137180,137065,137170.24,4005371.0,4,29
2952,2024-01-02,10:15:00,137130,137230,137230,137130,137207.97,2702997.0,4,19
2952,2024-01-02,10:05:00,137245,137360,137360,137245,137302.5,549210.0,4,4
2952,2024-01-02,10:00:00,137195,137230,137230,137195,137223.18,1619233.5,2,11
2952,2024-01-02,09:55:00,137350,137350,137350,137350,137350.0,137350.0,1,1
2952,2024-01-02,09:50:00,137290,137300,137300,137255,137283.0,1029622.5,4,7
2952,2024-01-02,09:45:00,137250,137295,137295,137250,137256.36,1509820.0,3,11
2952,2024-01-02,09:40:00,137240,137245,137245,137240,137242.5,4117275.0,2,30
2952,2024-01-02,09:30:00,137185,137210,137210,137185,137205.0,686025.0,3,5
2952,2024-01-02,09:25:00,137140,137250,137250,137140,137180.0,411540.0,3,3
2952,2024-01-02,09:20:00,136995,137045,137045,136995,137020.0,274040.0,2,2
2952,2024-01-02,09:15:00,136995,136990,136995,136990,136992.5,273985.0,2,2
2952,2024-01-02,09:10:00,136970,136985,136985,136970,136980.0,410940.0,2,3
2952,2024-01-02,09:05:00,137040,136970,137055,136950,137023.39,3836655.0,6,28
2952,2024-01-02,10:40:00,137280,137240,137315,137240,137269.57,2402217.5,6,17
2952,2024-01-02,13:05:00,136805,136855,136855,136805,136836.25,547345.0,4,4
2952,2024-01-02,10:45:00,137240,137240,137240,137240,137240.0,137240.0,1,1
2952,2024-01-02,11:00:00,137055,137055,137055,137055,137055.0,274110.0,1,2
2952,2024-01-02,12:55:00,136705,136680,136705,136680,136683.57,956785.0,2,7
2952,2024-01-02,12:45:00,136735,136735,136735,136735,136735.0,1367350.0,2,10
2952,2024-01-02,12:30:00,136855,136855,136855,136855,136855.0,136855.0,1,1
2952,2024-01-02,12:25:00,136970,136815,136970,136640,136778.32,1381461.0,6,10
2952,2024-01-02,12:20:00,136910,136920,136935,136905,136913.08,1779870.0,6,13
2952,2024-01-02,10:50:00,137095,137095,137095,137095,137095.0,6854750.0,1,50
2952,2024-01-02,12:05:00,137190,137190,137190,137190,137190.0,137190.0,1,1
2952,2024-01-02,11:50:00,137245,137355,137415,137245,137272.2,3431805.0,5,25
2952,2024-01-02,12:10:00,137080,137080,137155,137080,137105.0,411315.0,3,3
2952,2024-01-02,11:40:00,137210,137210,137210,137210,137210.0,137210.0,1,1
2952,2024-01-02,11:35:00,137300,137270,137445,137270,137316.39,4943390.0,6,36
2952,2024-01-02,11:30:00,137115,137110,137115,137110,137112.5,274225.0,2,2
2952,2024-01-02,11:25:00,137105,137070,137120,137070,137097.5,822585.0,4,6
2952,2024-01-02,11:20:00,137120,137120,137120,137120,137120.0,137120.0,1,1
2952,2024-01-02,11:15:00,137180,137180,137180,137180,137180.0,137180.0,1,1
2952,2024-01-02,11:05:00,137215,137215,137215,137215,137215.0,4116450.0,1,30
2952,2024-01-02,11:45:00,137260,137260,137260,137260,137260.0,137260.0,1,1
58413,2024-01-03,17:10:00,134705,134700,134725,134660,134694.27,15004941.5,30,111
58413,2024-01-03,17:25:00,134605,134685,134685,134600,134631.51,16101928.0,30,119
58413,2024-01-03,17:15:00,134675,134650,134680,134570,134635.4,15200337.0,30,112
58413,2024-01-03,17:20:00,134655,134635,134695,134605,134655.45,15027548.0,30,111
58413,2024-01-03,17:30:00,134695,134520,134720,134515,134621.61,16558457.5,30,122
58413,2024-01-03,15:35:00,134895,134940,134940,134875,134909.67,15582066.5,30,115
58413,2024-01-03,17:40:00,134485,134465,134535,134460,134503.81,15266183.0,30,113
58413,2024-01-03,17:45:00,134445,134475,134545,134445,134505.37,15441217.0,30,114
58413,2024-01-03,17:50:00,134400,134420,134440,134380,134407.93,15537556.5,30,115
58413,2024-01-03,17:55:00,134420,134460,134470,134410,134430.74,13429630.5,30,99
58413,2024-01-03,17:05:00,134645,134700,134705,134595,134629.81,14701575.5,30,109
58413,2024-01-03,17:35:00,134555,134485,134555,134430,134475.37,16742184.0,30,124
58413,2024-01-03,15:40:00,134945,134815,134945,134785,134863.85,16129717.0,30,119
58413,2024-01-03,17:00:00,134635,134650,134655,134580,134625.65,15199236.0,30,112
58413,2024-01-03,16:50:00,134680,134660,134695,134620,134654.2,15996919.5,30,118
58413,2024-01-03,13:30:00,134510,134550,134605,134495,134533.74,15740447.5,30,117
58413,2024-01-03,13:25:00,134465,134465,134550,134455,134486.24,15371777.0,30,114
58413,2024-01-03,13:20:00,134560,134450,134570,134425,134480.44,15290425.5,30,113
58413,2024-01-03,13:15:00,134660,134535,134660,134535,134594.94,13728684.0,30,102
58413,2024-01-03,13:10:00,134590,134625,134680,134530,134605.2,13770111.5,30,102
58413,2024-01-03,13:05:00,134590,134570,134650,134560,134602.9,14025622.0,30,104
58413,2024-01-03,13:00:00,134530,134570,134645,134505,134571.35,14103078.0,30,104
58413,2024-01-03,12:55:00,134455,134495,134545,134430,134474.41,14819080.5,30,110
58413,2024-01-03,12:50:00,134450,134530,134615,134440,134534.92,15511876.5,30,115
58413,2024-01-03,12:45:00,134360,134410,134430,134310,134374.64,14297461.5,30,106
58413,2024-01-03,12:40:00,134325,134325,134420,134270,134337.06,14965148.5,30,111
58413,2024-01-03,12:35:00,134510,134345,134510,134325,134391.91,15334116.5,30,114
58413,2024-01-03,12:30:00,134605,134490,134635,134490,134570.69,14008809.0,30,104
58413,2024-01-03,15:45:00,134805,134765,134845,134745,134799.83,15663740.5,30,116
58413,2024-01-03,12:20:00,134525,134690,134690,134450,134562.19,14546173.0,30,108
58413,2024-01-03,12:10:00,134415,134400,134445,134335,134387.86,14366062.5,30,106
58413,2024-01-03,12:05:00,134520,134430,134580,134425,134495.95,14081726.0,30,104
58413,2024-01-03,12:00:00,134430,134490,134540,134330,134427.49,15217191.5,30,113
58413,2024-01-03,11:55:00,134280,134145,134300,134130,134208.68,15943991.0,30,118
58413,2024-01-03,13:35:00,134565,134460,134575,134460,134518.75,14716351.0,30,109
58413,2024-01-03,13:40:00,134455,134455,134470,134385,134429.54,15177095.5,30,112
58413,2024-01-03,13:45:00,134470,134520,134525,134440,134490.43,14955335.5,30,111
58413,2024-01-03,13:50:00,134550,134570,134590,134510,134554.25,14545314.5,30,108
58413,2024-01-03,15:30:00,135100,134930,135100,134915,134968.43,16047746.5,30,118
58413,2024-01-03,15:25:00,135100,135080,135130,135060,135103.49,16523157.0,30,122
58413,2024-01-03,15:20:00,134985,135085,135115,134940,135021.27,15878501.0,30,117
58413,2024-01-03,15:15:00,134960,134970,134970,134915,134944.88,15086838.0,30,111
58413,2024-01-03,15:10:00,134985,134970,135025,134945,134980.09,15495714.5,30,114
58413,2024-01-03,15:05:00,134945,134970,135030,134940,134986.6,15320979.5,30,113
58413,2024-01-03,15:00:00,134950,134955,134975,134895,134939.77,15572049.0,30,115
58413,2024-01-03,14:55:00,134755,134945,134965,134755,134848.74,15925636.5,30,118
58413,2024-01-03,14:50:00,134790,134765,134790,134735,134767.86,14797511.5,30,109
58413,2024-01-03,11:50:00,134465,134285,134565,134275,134447.79,15259824.0,30,113
58413,2024-01-03,14:45:00,134735,134795,134805,134705,134750.71,15280730.5,30,113
58413,2024-01-03,14:35:00,134815,134710,134830,134710,134772.65,14097219.5,30,104
58413,2024-01-03,14:30:00,134820,134800,134830,134745,134786.93,15850943.0,30,117
58413,2024-01-03,14:25:00,134680,134775,134820,134680,134750.16,15011167.5,30,111
58413,2024-01-03,14:20:00,134515,134670,134690,134515,134576.14,15503171.5,30,115
58413,2024-01-03,14:15:00,134420,134530,134555,134415,134501.95,16153684.5,30,120
58413,2024-01-03,14:10:00,134345,134395,134405,134325,134366.96,14699745.0,30,109
58413,2024-01-03,14:05:00,134445,134345,134445,134340,134395.98,14783558.0,30,110
58413,2024-01-03,14:00:00,134550,134450,134550,134415,134470.93,13958082.5,30,103
58413,2024-01-03,13:55:00,134550,134530,134560,134510,134541.53,13938502.5,30,103
58413,2024-01-03,14:40:00,134700,134735,134775,134690,134734.56,15251952.0,30,113
58413,2024-01-03,16:55:00,134665,134635,134665,134620,134643.08,15255060.5,30,113
58413,2024-01-03,11:45:00,134220,134375,134375,134185,134259.78,15372745.0,30,114
58413,2024-01-03,11:35:00,134160,134425,134505,134130,134310.05,15754569.0,30,117
58413,2024-01-03,09:30:00,133835,133860,133890,133820,133864.23,12449373.0,30,93
58413,2024-01-03,09:25:00,133775,133820,133820,133735,133767.69,12774814.5,30,95
58413,2024-01-03,09:20:00,133740,133770,133790,133730,133762.2,11637311.0,30,86
58413,2024-01-03,09:15:00,133795,133745,133795,133730,133765.94,11704519.5,30,87
58413,2024-01-03,09:10:00,133860,133825,133860,133760,133805.26,11721340.5,30,87
58413,2024-01-03,09:05:00,133720,133825,133825,133635,133731.94,12450443.5,30,93
58413,2024-01-03,09:00:00,133850,133750,134010,133735,133860.76,8379683.5,26,62
58413,2024-01-03,15:50:00,134775,134705,134795,134700,134746.45,15953980.0,30,118
58413,2024-01-03,15:55:00,134715,134795,134795,134705,134724.74,16315165.5,30,121
58413,2024-01-03,16:00:00,134770,134655,134770,134640,134688.84,15071681.0,30,111
58413,2024-01-03,16:05:00,134650,134665,134710,134575,134654.4,14475348.5,30,107
58413,2024-01-03,16:10:00,134655,134620,134735,134585,134660.31,14462517.0,30,107
58413,2024-01-03,16:15:00,134620,134750,134775,134585,134688.33,13845960.5,30,102
58413,2024-01-03,16:20:00,134710,134750,134750,134625,134685.77,14155474.5,30,105
58413,2024-01-03,16:25:00,134740,135015,135045,134730,134937.33,15720199.0,30,116
58413,2024-01-03,16:30:00,135050,134905,135090,134840,134974.06,15616498.5,30,115
58413,2024-01-03,16:35:00,134935,134805,134935,134785,134831.5,14979780.0,30,111
58413,2024-01-03,16:40:00,134815,134750,134815,134730,134786.09,15352135.5,30,113
58413,2024-01-03,16:45:00,134760,134670,134760,134670,134705.76,15760574.0,30,117
58413,2024-01-03,09:35:00,133875,133930,133930,133860,133907.21,13069343.5,30,97
58413,2024-01-03,09:40:00,133935,133970,133975,133920,133947.31,13917125.5,30,103
58413,2024-01-03,09:45:00,133985,134030,134055,133970,134015.09,14058182.5,30,104
58413,2024-01-03,09:50:00,134035,134075,134085,134030,134050.13,14021643.5,30,104
58413,2024-01-03,11:30:00,133965,134150,134150,133920,134051.86,15214886.0,30,113
58413,2024-01-03,11:25:00,133925,133935,133980,133905,133947.54,14439545.0,30,107
58413,2024-01-03,11:20:00,134045,133935,134080,133925,133993.56,14886684.5,30,111
58413,2024-01-03,11:15:00,133910,134045,134055,133905,133971.35,15219145.5,30,113
58413,2024-01-03,11:10:00,133960,133865,133970,133865,133928.3,14705327.5,30,109
58413,2024-01-03,11:05:00,133840,133925,133945,133840,133879.33,14432192.0,30,107
58413,2024-01-03,11:00:00,133795,133855,133905,133775,133860.12,14590753.0,30,109
58413,2024-01-03,10:55:00,133780,133775,133850,133735,133789.72,14917553.5,30,111
58413,2024-01-03,10:50:00,133950,133775,133950,133710,133830.1,14881907.5,30,111
58413,2024-01-03,11:40:00,134365,134255,134490,134255,134382.82,15306203.5,30,113
58413,2024-01-03,10:45:00,134020,133950,134025,133935,133979.25,15032471.5,30,112
58413,2024-01-03,10:35:00,134315,134240,134325,134240,134273.48,14407544.0,30,107
58413,2024-01-03,10:30:00,134265,134320,134335,134235,134286.76,14140395.5,30,105
58413,2024-01-03,10:25:00,134215,134245,134295,134215,134261.07,14016855.5,30,104
58413,2024-01-03,10:20:00,134245,134210,134280,134205,134241.92,14484703.0,30,107
58413,2024-01-03,10:15:00,134110,134265,134280,134110,134221.12,15529384.0,30,115
58413,2024-01-03,10:10:00,133940,134060,134070,133910,133993.46,14752679.5,30,110
58413,2024-01-03,10:05:00,133920,133945,133980,133910,133958.13,13730708.5,30,102
58413,2024-01-03,10:00:00,133945,133935,134045,133930,133978.94,14215166.0,30,106
58413,2024-01-03,09:55:00,134065,133945,134075,133945,133999.96,13748396.0,30,102
58413,2024-01-03,10:40:00,134225,134020,134270,134020,134154.82,15105832.5,30,112
58413,2024-01-03,12:25:00,134675,134610,134735,134610,134674.35,14167742.0,30,105
58413,2024-01-03,12:15:00,134365,134565,134565,134315,134405.74,13951315.5,30,103
2952,2024-01-03,17:45:00,136635,136685,136685,136635,136637.52,15043791.0,3,110
2952,2024-01-03,15:05:00,137165,137100,137165,137100,137156.85,1261843.0,3,9
2952,2024-01-03,15:00:00,137090,137065,137090,137065,137069.17,822415.0,2,6
2952,2024-01-03,14:55:00,136910,137100,137100,136910,136966.31,7450967.0,7,54
2952,2024-01-03,14:45:00,136900,136900,136900,136900,136900.0,821400.0,2,6
2952,2024-01-03,14:40:00,136880,136900,136900,136850,136868.59,3681765.0,5,26
2952,2024-01-03,14:35:00,136980,136910,136980,136910,136947.67,588875.0,3,4
2952,2024-01-03,14:30:00,136955,136925,136955,136925,136951.67,1232565.0,2,9
2952,2024-01-03,14:25:00,136920,136895,136985,136895,136947.56,36030903.0,10,263
2952,2024-01-03,14:20:00,136690,137070,137070,136690,136780.52,35809141.0,14,261
2952,2024-01-03,14:15:00,136730,136730,136730,136730,136730.0,136730.0,1,1
2952,2024-01-03,14:05:00,136535,136535,136535,136535,136535.0,1774955.0,1,13
2952,2024-01-03,14:00:00,136685,136615,136685,136615,136651.67,409955.0,3,3
2952,2024-01-03,13:55:00,136740,136715,136740,136715,136727.5,273455.0,2,2
2952,2024-01-03,13:30:00,136685,136685,136685,136685,136685.0,136685.0,1,1
2952,2024-01-03,13:20:00,136700,136610,136700,136610,136629.14,7924490.0,3,58
2952,2024-01-03,13:10:00,136750,136880,136880,136750,136815.0,273630.0,2,2
2952,2024-01-03,13:05:00,136810,136810,136810,136810,136810.0,273620.0,1,2
2952,2024-01-03,13:00:00,136745,136745,136745,136745,136745.0,136745.0,1,1
2952,2024-01-03,12:55:00,136670,136625,136670,136625,136647.5,273295.0,2,2
2952,2024-01-03,12:50:00,136650,136650,136650,136650,136650.0,136650.0,1,1
2952,2024-01-03,12:45:00,136520,136520,136520,136520,136520.0,136520.0,1,1
2952,2024-01-03,15:15:00,137105,137070,137110,137070,137092.95,1206418.0,5,8
2952,2024-01-03,12:40:00,136470,136495,136495,136470,136487.12,996356.0,2,7
2952,2024-01-03,15:20:00,137135,137245,137280,137135,137223.08,8782277.0,9,64
2952,2024-01-03,15:30:00,137260,137110,137260,137085,137166.73,3758368.5,15,27
2952,2024-01-03,17:55:00,136615,136615,136645,136595,136617.41,3961905.0,4,29
2952,2024-01-03,17:35:00,136695,136640,136695,136615,136664.58,32252840.0,5,236
