@relation /home/othavioaset_perfeito_keel
@attribute EMA_3 real [-0.01, 1.01]
@attribute SMA_3 real [-0.01, 1.01]
@attribute ADXR real [-0.01, 1.01]
@attribute Bollinger_Norm real [-0.01, 1.01]
@attribute EMA_5 real [-0.01, 1.01]
@attribute SMA_5 real [-0.01, 1.01]
@attribute std_close3 real [-0.01, 1.01]
@attribute std_open3 real [-0.01, 1.01]
@attribute trend {0, 1}
@inputs EMA_3, SMA_3, ADXR, Bollinger_Norm, EMA_5, SMA_5, std_close3, std_open3
@outputs trend
@data
0.43348, 0.43555, 0.34184, 0.48492, 0.42312, 0.40747, 0.02857, 0.03339, 0
0.38914, 0.38393, 0.30699, 0.48259, 0.40389, 0.40047, 0.27683, 0.31331, 1
0.46301, 0.45476, 0.28946, 0.47174, 0.46879, 0.45946, 0.0687, 0.08667, 0
0.45304, 0.44693, 0.25014, 0.47248, 0.46055, 0.46243, 0.0772, 0.05735, 0
0.4533, 0.4457, 0.22827, 0.4803, 0.45687, 0.44825, 0.02205, 0.03155, 1
0.44494, 0.43524, 0.21089, 0.48539, 0.44502, 0.43844, 0.05734, 0.05256, 0
0.40221, 0.41178, 0.21779, 0.47957, 0.42594, 0.43591, 0.3325, 0.2687, 1
0.45269, 0.44408, 0.3374, 0.47428, 0.45982, 0.45149, 0.01557, 0.05939, 0
0.34278, 0.34287, 0.42386, 0.48726, 0.35516, 0.35303, 0.47599, 0.41476, 0
0.44461, 0.4374, 0.49503, 0.4768, 0.45661, 0.43815, 0.03648, 0.10776, 1
0.44876, 0.44738, 0.35417, 0.47675, 0.45771, 0.44899, 0.10782, 0.04079, 0
0.44331, 0.43539, 0.29704, 0.47592, 0.45395, 0.44974, 0.05001, 0.04876, 1
0.45117, 0.44139, 0.22962, 0.4762, 0.45749, 0.44936, 0.00528, 0.05956, 0
0.46444, 0.4479, 0.5869, 0.47979, 0.46072, 0.44973, 0.13383, 0.06629, 0
0.4543, 0.44265, 0.52473, 0.47134, 0.46752, 0.46895, 0.04101, 0.02423, 1
0.45924, 0.44476, 0.50684, 0.47342, 0.46637, 0.45457, 0.0571, 0.01027, 0
0.44056, 0.43301, 0.36713, 0.48772, 0.44226, 0.43537, 0.04392, 0.09007, 0
0.45725, 0.44853, 0.31396, 0.47268, 0.46321, 0.46169, 0.04635, 0.02239, 0
0.44863, 0.43783, 0.28164, 0.47617, 0.45517, 0.45431, 0.01658, 0.00672, 1
0.4582, 0.44685, 0.25551, 0.47186, 0.4627, 0.45647, 0.03562, 0.07746, 0
0.45527, 0.44286, 0.18963, 0.47991, 0.4576, 0.44973, 0.05324, 0.03764, 0
0.45271, 0.44391, 0.15537, 0.47615, 0.45709, 0.45164, 0.01417, 0.04782, 0
0.44367, 0.43364, 0.17021, 0.48609, 0.44625, 0.43829, 0.05564, 0.06296, 0
0.7213, 0.7048, 0.35457, 0.20468, 0.73219, 0.71875, 0.01461, 0.01567, 1
0.44068, 0.43293, 0.43306, 0.48603, 0.44537, 0.44123, 0.04043, 0.04244, 0
0.18254, 0.18204, 0.43575, 0.61244, 0.18707, 0.195, 0.07481, 0.06283, 1
0.46493, 0.45568, 0.44312, 0.46755, 0.47193, 0.46819, 0.07606, 0.05044, 1
0.45057, 0.44118, 0.33277, 0.48091, 0.45267, 0.44948, 0.0105, 0.02921, 1
0.22442, 0.22283, 0.22873, 0.58737, 0.2255, 0.22802, 0.08517, 0.16405, 0
0.73972, 0.71884, 0.22341, 0.3431, 0.74433, 0.72611, 0.1004, 0.11092, 0
0.46142, 0.45401, 0.19754, 0.47086, 0.47199, 0.46453, 0.08777, 0.08885, 0
0.45066, 0.44635, 0.3192, 0.47208, 0.46408, 0.46138, 0.11494, 0.0534, 1
0.46289, 0.44924, 0.31229, 0.46979, 0.4739, 0.46928, 0.03894, 0.07832, 1
0.46145, 0.45503, 0.2544, 0.47198, 0.47031, 0.47028, 0.1025, 0.10662, 1
0.72635, 0.71041, 0.30873, 0.35558, 0.73732, 0.72429, 0.04111, 0.11113, 0
0.448, 0.43888, 0.30913, 0.47853, 0.45391, 0.45176, 0.01231, 0.02203, 0
0.45143, 0.44265, 0.31406, 0.47459, 0.45749, 0.45227, 0.01417, 0.05289, 0
0.44283, 0.43594, 0.31436, 0.47673, 0.45137, 0.44833, 0.05062, 0.05957, 1
0.45561, 0.44706, 0.31331, 0.46864, 0.46431, 0.46106, 0.04792, 0.01164, 0
0.45487, 0.44328, 0.29513, 0.47527, 0.45953, 0.45011, 0.03653, 0.03343, 1
0.45003, 0.43951, 0.27948, 0.48247, 0.45316, 0.44426, 0.03943, 0.01246, 0
0.1589, 0.15487, 0.24871, 0.73948, 0.16001, 0.16213, 0.02768, 0.01339, 0
0.45332, 0.44433, 0.22818, 0.4771, 0.45779, 0.45049, 0.01609, 0.01691, 1
0.16187, 0.1609, 0.19444, 0.77395, 0.16204, 0.16542, 0.02789, 0.03856, 0
0.45116, 0.44244, 0.17885, 0.47488, 0.45672, 0.45304, 0.01216, 0.01614, 0
0.44978, 0.44055, 0.18648, 0.47466, 0.45565, 0.45062, 0.00608, 0.01614, 1
0.45539, 0.44326, 0.18634, 0.47579, 0.46336, 0.45036, 0.03286, 0.01732, 0
0.44911, 0.44285, 0.20755, 0.48131, 0.45382, 0.44746, 0.02895, 0.01933, 0
0.45723, 0.44659, 0.20682, 0.47285, 0.46232, 0.45881, 0.02702, 0.02985, 0
0.44519, 0.43827, 0.19852, 0.47981, 0.45117, 0.44608, 0.0281, 0.03783, 1
0.4495, 0.43974, 0.15263, 0.48374, 0.44735, 0.44223, 0.04708, 0.04449, 0
0.41354, 0.42007, 0.20162, 0.47552, 0.44444, 0.45714, 0.35083, 0.33839, 1
0.44986, 0.43907, 0.51389, 0.48424, 0.45021, 0.44294, 0.05394, 0.02768, 1
0.44753, 0.44097, 0.53984, 0.48134, 0.45156, 0.44985, 0.03002, 0.06071, 0
0.42997, 0.40633, 0.52829, 0.48553, 0.40979, 0.38433, 0.42751, 0.44605, 1
0.44574, 0.43654, 0.50296, 0.47693, 0.46045, 0.44473, 0.03606, 0.04171, 1
0.44584, 0.43823, 0.42585, 0.48578, 0.45106, 0.44384, 0.01469, 0.0822, 1
0.45265, 0.44477, 0.24356, 0.47417, 0.45955, 0.45561, 0.03466, 0.03575, 0
0.44696, 0.43823, 0.23853, 0.47616, 0.45512, 0.4528, 0.02854, 0.03575, 0
0.50307, 0.47479, 0.25238, 0.47386, 0.49452, 0.4747, 0.31824, 0.36721, 1
0.40679, 0.42792, 0.27382, 0.48098, 0.42136, 0.43416, 0.41835, 0.40845, 1
0.5002, 0.47099, 0.22663, 0.47726, 0.48734, 0.4651, 0.35706, 0.38094, 0
0.45287, 0.44266, 0.16141, 0.47258, 0.45787, 0.45293, 0.01136, 0.00451, 0
0.44157, 0.43294, 0.12531, 0.48172, 0.44879, 0.44498, 0.04167, 0.05466, 1
0.49439, 0.47247, 0.13911, 0.47613, 0.48457, 0.46625, 0.26611, 0.21013, 0
0.44323, 0.43193, 0.23683, 0.47581, 0.44959, 0.44807, 0.04588, 0.05386, 0
0.43678, 0.42815, 0.25157, 0.48693, 0.44172, 0.43635, 0.06444, 0.04915, 0
0.46842, 0.4606, 0.26052, 0.46859, 0.484, 0.48746, 0.14948, 0.15547, 1
0.44377, 0.43612, 0.29717, 0.47712, 0.45335, 0.44091, 0.0323, 0.06623, 1
0.41114, 0.39382, 0.22486, 0.47798, 0.43046, 0.42691, 0.23634, 0.36177, 0
0.44578, 0.43525, 0.2121, 0.48464, 0.44229, 0.42674, 0.10661, 0.11366, 1
0.43861, 0.43611, 0.18386, 0.48325, 0.44196, 0.43985, 0.06165, 0.16018, 1
0.46171, 0.45241, 0.18981, 0.47419, 0.46429, 0.45781, 0.05442, 0.20702, 0
0.44982, 0.44456, 0.24269, 0.48181, 0.45151, 0.44768, 0.03263, 0.05536, 1
0.80059, 0.78753, 0.38158, 0.32031, 0.8092, 0.79072, 0.04891, 0.05404, 1
0.18048, 0.1711, 0.37371, 0.54846, 0.18429, 0.17912, 0.06879, 0.04003, 1
0.44606, 0.43743, 0.31061, 0.48546, 0.4485, 0.43938, 0.03036, 0.05252, 1
0.48873, 0.46081, 0.2443, 0.47042, 0.49043, 0.48528, 0.21089, 0.21011, 0
0.46009, 0.45219, 0.21436, 0.47461, 0.46532, 0.45421, 0.05859, 0.05086, 0
0.45823, 0.44732, 0.24684, 0.4707, 0.46324, 0.45614, 0.0321, 0.05306, 1
0.44132, 0.43443, 0.23519, 0.48674, 0.44279, 0.43488, 0.03553, 0.02953, 0
0.6818, 0.67052, 0.33085, 0.43305, 0.69534, 0.68542, 0.2158, 0.24098, 1
0.44929, 0.44014, 0.30394, 0.48252, 0.44695, 0.44129, 0.04374, 0.10392, 0
0.4414, 0.43122, 0.28704, 0.48736, 0.43994, 0.43313, 0.0788, 0.10575, 0
0.44549, 0.43885, 0.32176, 0.48558, 0.44991, 0.4433, 0.01675, 0.05216, 1
0.44897, 0.44492, 0.38711, 0.47809, 0.45281, 0.44029, 0.07175, 0.11058, 0
0.43866, 0.4336, 0.23034, 0.47463, 0.45537, 0.45343, 0.11517, 0.0549, 1
0.45166, 0.44351, 0.38004, 0.47518, 0.46026, 0.45024, 0.02242, 0.0234, 1
0.64085, 0.62479, 0.36783, 0.39125, 0.64626, 0.62964, 0.05808, 0.13742, 0
0.45251, 0.44753, 0.34764, 0.47221, 0.46071, 0.45921, 0.08363, 0.06906, 0
0.44124, 0.44266, 0.23886, 0.48396, 0.43399, 0.42188, 0.02064, 0.20911, 0
0.44455, 0.43844, 0.23127, 0.48329, 0.44526, 0.44066, 0.01423, 0.01755, 1
0.45122, 0.44455, 0.26235, 0.47213, 0.45722, 0.45407, 0.04529, 0.03502, 0
0.45445, 0.4473, 0.24843, 0.47079, 0.46483, 0.4606, 0.06845, 0.06126, 1
0.45238, 0.44055, 0.27441, 0.4784, 0.45683, 0.44819, 0.04067, 0.03267, 0
0.44984, 0.44139, 0.27527, 0.47704, 0.4552, 0.451, 0.01238, 0.01698, 1
0.43968, 0.43212, 0.21599, 0.4859, 0.44354, 0.43401, 0.04545, 0.07599, 0
0.45849, 0.44751, 0.20148, 0.47346, 0.46304, 0.45945, 0.03365, 0.0281, 1
0.65255, 0.64361, 0.19236, 0.36271, 0.66341, 0.65483, 0.08613, 0.13242, 1
0.45521, 0.44678, 0.4908, 0.47848, 0.45852, 0.44948, 0.02837, 0.03911, 1
0.46066, 0.45031, 0.19476, 0.47945, 0.4585, 0.44471, 0.07636, 0.0117, 0
0.45384, 0.44677, 0.15965, 0.48184, 0.45113, 0.44284, 0.0374, 0.10035, 1
0.4459, 0.4335, 0.26524, 0.47366, 0.46542, 0.46043, 0.04962, 0.02553, 1
0.45248, 0.44367, 0.32169, 0.4825, 0.44853, 0.44309, 0.04991, 0.05554, 0
0.44735, 0.44076, 0.49562, 0.48173, 0.45338, 0.44639, 0.02485, 0.05375, 1
0.45284, 0.44266, 0.43745, 0.4812, 0.45445, 0.44985, 0.02745, 0.00813, 0
0.41394, 0.40868, 0.46232, 0.48654, 0.42276, 0.4235, 0.16159, 0.13336, 1
0.4523, 0.44118, 0.32517, 0.47296, 0.46194, 0.45665, 0.01062, 0.06237, 0
0.45077, 0.44329, 0.54975, 0.47155, 0.4565, 0.45572, 0.03998, 0.02644, 1
0.45131, 0.44308, 0.46138, 0.47218, 0.45742, 0.4533, 0.02466, 0.02725, 0
0.4563, 0.44868, 0.35566, 0.47977, 0.45937, 0.4515, 0.03633, 0.11588, 1
0.46003, 0.44555, 0.35426, 0.48024, 0.45894, 0.44998, 0.09794, 0.06877, 0
0.42841, 0.42809, 0.36557, 0.4839, 0.4356, 0.43752, 0.12633, 0.11613, 0
0.45222, 0.44389, 0.33603, 0.48112, 0.45523, 0.44973, 0.01316, 0.02316, 1
0.44926, 0.4366, 0.13096, 0.47533, 0.45613, 0.45263, 0.03834, 0.06189, 0
0.46127, 0.44994, 0.1198, 0.47218, 0.46661, 0.45756, 0.04568, 0.04115, 1
0.37674, 0.36885, 0.1538, 0.48941, 0.36338, 0.34239, 0.41695, 0.46804, 1
0.44971, 0.43953, 0.33722, 0.47359, 0.45612, 0.45237, 0.00799, 0.03251, 1
0.45002, 0.43911, 0.46306, 0.4842, 0.45209, 0.44408, 0.04954, 0.07187, 0
0.45182, 0.44201, 0.43929, 0.4791, 0.45592, 0.45262, 0.008, 0.03039, 0
0.44789, 0.43911, 0.43289, 0.48061, 0.45276, 0.44948, 0.01059, 0.00797, 0
0.45051, 0.44077, 0.41182, 0.4738, 0.45602, 0.45124, 0.004, 0.00884, 1
0.45253, 0.44139, 0.34516, 0.47147, 0.46044, 0.45815, 0.0053, 0.03135, 1
0.45526, 0.44367, 0.33599, 0.47178, 0.46159, 0.45602, 0.02109, 0.01915, 0
0.45923, 0.44726, 0.237, 0.47422, 0.46451, 0.4557, 0.04437, 0.03916, 0
0.45236, 0.43824, 0.26878, 0.47748, 0.46014, 0.44297, 0.07871, 0.05292, 1
0.45117, 0.44224, 0.2999, 0.48326, 0.45376, 0.44157, 0.03379, 0.0501, 0
0.44964, 0.44118, 0.33038, 0.48316, 0.45061, 0.44553, 0.01404, 0.02359, 0
0.45211, 0.4416, 0.3483, 0.47148, 0.45878, 0.45712, 0.00731, 0.08776, 0
0.44287, 0.43592, 0.35003, 0.47958, 0.451, 0.44679, 0.04482, 0.04414, 1
0.46412, 0.49463, 0.22789, 0.47639, 0.47634, 0.47536, 0.58101, 0.69837, 1
0.44902, 0.44013, 0.19561, 0.48381, 0.45205, 0.44705, 0.0133, 0.05284, 0
0.1672, 0.16457, 0.12776, 0.59577, 0.16752, 0.17472, 0.02569, 0.0424, 1
0.37467, 0.38766, 0.10812, 0.48193, 0.39879, 0.41395, 0.42236, 0.50884, 1
0.44763, 0.43735, 0.13261, 0.47566, 0.46228, 0.43901, 0.01982, 0.0279, 0
0.42068, 0.43399, 0.17461, 0.48479, 0.4064, 0.38634, 0.07568, 0.04582, 0
0.43321, 0.4397, 0.17031, 0.48212, 0.42911, 0.43109, 0.14017, 0.1489, 0
0.46222, 0.44863, 0.16856, 0.48027, 0.46042, 0.44714, 0.10758, 0.12702, 1
0.43196, 0.42636, 0.18646, 0.48565, 0.43306, 0.4365, 0.07371, 0.10397, 0
0.44654, 0.43841, 0.34426, 0.48471, 0.44762, 0.44299, 0.01831, 0.02683, 0
0.45248, 0.44076, 0.28854, 0.474, 0.45882, 0.45153, 0.02511, 0.02848, 0
0.4128, 0.40385, 0.20315, 0.48768, 0.41718, 0.4055, 0.19188, 0.18112, 0
0.44795, 0.45188, 0.19726, 0.47825, 0.45635, 0.44881, 0.1656, 0.16891, 1
0.4409, 0.43456, 0.20156, 0.48822, 0.44476, 0.43884, 0.03433, 0.03953, 1
0.45159, 0.43947, 0.20328, 0.48206, 0.45316, 0.44765, 0.05422, 0.04448, 0
0.44713, 0.43758, 0.27607, 0.47478, 0.45592, 0.45126, 0.02135, 0.0226, 0
0.44523, 0.43759, 0.25896, 0.48536, 0.44542, 0.43459, 0.03782, 0.04352, 1
0.43056, 0.4268, 0.25953, 0.48162, 0.43957, 0.43947, 0.10167, 0.12113, 1
0.44821, 0.4397, 0.1195, 0.48387, 0.45287, 0.44729, 0.00737, 0.02356, 1
0.44986, 0.44436, 0.1646, 0.47204, 0.46201, 0.46307, 0.09857, 0.06463, 0
0.44597, 0.43567, 0.16819, 0.47595, 0.45517, 0.44664, 0.02682, 0.05764, 1
0.45267, 0.43864, 0.16237, 0.48251, 0.4538, 0.44151, 0.09634, 0.07595, 0
0.45055, 0.43442, 0.13051, 0.48118, 0.45282, 0.44166, 0.12444, 0.06095, 1
0.44122, 0.43907, 0.15156, 0.47961, 0.44807, 0.44063, 0.06789, 0.08007, 1
0.45119, 0.44351, 0.14616, 0.47299, 0.45871, 0.45331, 0.03542, 0.04285, 0
0.4517, 0.44097, 0.2576, 0.47509, 0.45642, 0.4518, 0.01982, 0.0159, 0
0.45013, 0.43494, 0.11439, 0.481, 0.45247, 0.44489, 0.09654, 0.17889, 1
0.43814, 0.42981, 0.11093, 0.48591, 0.43608, 0.42683, 0.07319, 0.05233, 0
0.44014, 0.43561, 0.12874, 0.48445, 0.44149, 0.43165, 0.02899, 0.08985, 0
0.44928, 0.44484, 0.10651, 0.47814, 0.4543, 0.45453, 0.06526, 0.07986, 1
0.43546, 0.43239, 0.12185, 0.48561, 0.44019, 0.43516, 0.06712, 0.06522, 1
0.44712, 0.43625, 0.13916, 0.47897, 0.45292, 0.45193, 0.02546, 0.08148, 1
0.43695, 0.43182, 0.34129, 0.48118, 0.44571, 0.44173, 0.07267, 0.0834, 0
0.45845, 0.44566, 0.36239, 0.46974, 0.46776, 0.46458, 0.02168, 0.01861, 1
0.44141, 0.41656, 0.37739, 0.48302, 0.43172, 0.42039, 0.30125, 0.34895, 1
0.45466, 0.4492, 0.32773, 0.48056, 0.44498, 0.45714, 0.03933, 0.04648, 1
0.45891, 0.45037, 0.45595, 0.47297, 0.47875, 0.46227, 0.08863, 0.0672, 1
0.44953, 0.43798, 0.49647, 0.47624, 0.4616, 0.45075, 0.02228, 0.02769, 1
0.44973, 0.4414, 0.57887, 0.47414, 0.45709, 0.45567, 0.03034, 0.03547, 1
0.447, 0.44033, 0.17109, 0.48401, 0.45089, 0.44441, 0.01486, 0.02024, 0
0.42003, 0.40797, 0.36627, 0.48557, 0.39179, 0.3692, 0.33307, 0.36282, 0
0.46714, 0.46114, 0.35976, 0.4808, 0.44923, 0.44946, 0.10621, 0.11887, 0
0.48575, 0.48219, 0.5127, 0.46792, 0.5088, 0.5119, 0.30639, 0.33371, 0
0.45671, 0.43382, 0.52522, 0.47256, 0.47657, 0.47834, 0.05901, 0.03235, 0
0.44671, 0.4375, 0.42505, 0.47549, 0.45407, 0.45089, 0.02186, 0.01517, 1
0.44419, 0.43814, 0.13264, 0.47682, 0.45187, 0.44787, 0.05289, 0.02005, 1
0.4243, 0.4148, 0.31099, 0.48442, 0.43077, 0.42535, 0.12975, 0.16592, 0
0.45318, 0.4414, 0.32244, 0.47546, 0.45866, 0.45143, 0.03105, 0.05106, 0
0.45238, 0.44206, 0.2966, 0.47398, 0.45814, 0.45302, 0.00843, 0.07495, 0
0.45219, 0.44249, 0.25192, 0.47109, 0.4595, 0.455, 0.01265, 0.00616, 0
0.45349, 0.44315, 0.2361, 0.47153, 0.45947, 0.45275, 0.01317, 0.01759, 1
0.43979, 0.44075, 0.30025, 0.48249, 0.42878, 0.42514, 0.0363, 0.01444, 1
0.43888, 0.43295, 0.32745, 0.48033, 0.43745, 0.44616, 0.04716, 0.03633, 0
0.47034, 0.45169, 0.2796, 0.47165, 0.48933, 0.49055, 0.05679, 0.05958, 1
0.44503, 0.43858, 0.18412, 0.48519, 0.44243, 0.43801, 0.01919, 0.09399, 0
